AM High Strain File
ANSYS 2025 R1          BUILD 25.1        UP20250123    WINDOWS x64 
04/04/2026      11:20:42
Title: --Static Structural
Node Number	X Coordinate	Y Coordinate	Z Coordinate	High Strain Value
    2379	 0.299999785E-03	 0.899999833E-03	 0.159999995E-02	 0.226722870E-03
    2390	 0.299999785E-03	 0.119999986E-02	 0.159999995E-02	 0.226088906E-03
    2401	 0.299999785E-03	 0.149999988E-02	 0.159999995E-02	 0.224956228E-03
    2412	 0.299999785E-03	 0.179999990E-02	 0.159999995E-02	 0.222899198E-03
    2423	 0.299999785E-03	 0.209999993E-02	 0.159999995E-02	 0.220080465E-03
    2434	 0.299999785E-03	 0.239999995E-02	 0.159999995E-02	 0.213268167E-03
    2445	 0.299999785E-03	 0.269999998E-02	 0.159999995E-02	 0.210340937E-03
    2456	 0.299999785E-03	 0.300000000E-02	 0.159999995E-02	 0.283631356E-03
    2566	 0.599999809E-03	-0.300000262E-03	 0.159999995E-02	 0.227017029E-03
    2577	 0.599999809E-03	-0.238418579E-09	 0.159999995E-02	 0.227050305E-03
    2588	 0.599999809E-03	 0.299999785E-03	 0.159999995E-02	 0.227017029E-03
    2599	 0.599999809E-03	 0.599999809E-03	 0.159999995E-02	 0.226882836E-03
    2610	 0.599999809E-03	 0.899999833E-03	 0.159999995E-02	 0.226564360E-03
    2621	 0.599999809E-03	 0.119999986E-02	 0.159999995E-02	 0.225923832E-03
    2632	 0.599999809E-03	 0.149999988E-02	 0.159999995E-02	 0.224917740E-03
    2643	 0.599999809E-03	 0.179999990E-02	 0.159999995E-02	 0.223142288E-03
    2654	 0.599999809E-03	 0.209999993E-02	 0.159999995E-02	 0.220752221E-03
    2665	 0.599999809E-03	 0.239999995E-02	 0.159999995E-02	 0.214762599E-03
    2676	 0.599999809E-03	 0.269999998E-02	 0.159999995E-02	 0.209640204E-03
    2687	 0.599999809E-03	 0.300000000E-02	 0.159999995E-02	 0.295959126E-03
    2797	 0.899999833E-03	-0.300000262E-03	 0.159999995E-02	 0.226722870E-03
    2808	 0.899999833E-03	-0.238418579E-09	 0.159999995E-02	 0.226765158E-03
    2819	 0.899999833E-03	 0.299999785E-03	 0.159999995E-02	 0.226722870E-03
    2830	 0.899999833E-03	 0.599999809E-03	 0.159999995E-02	 0.226564360E-03
    2841	 0.899999833E-03	 0.899999833E-03	 0.159999995E-02	 0.226210076E-03
    2852	 0.899999833E-03	 0.119999986E-02	 0.159999995E-02	 0.225563153E-03
    2863	 0.899999833E-03	 0.149999988E-02	 0.159999995E-02	 0.224691168E-03
    2874	 0.899999833E-03	 0.179999990E-02	 0.159999995E-02	 0.223358315E-03
    2885	 0.899999833E-03	 0.209999993E-02	 0.159999995E-02	 0.221446466E-03
    2896	 0.899999833E-03	 0.239999995E-02	 0.159999995E-02	 0.215493771E-03
    2907	 0.899999833E-03	 0.269999998E-02	 0.159999995E-02	 0.199924941E-03
    2918	 0.899999833E-03	 0.300000000E-02	 0.159999995E-02	 0.257533342E-03
    3028	 0.119999986E-02	-0.300000262E-03	 0.159999995E-02	 0.226088906E-03
    3039	 0.119999986E-02	-0.238418579E-09	 0.159999995E-02	 0.226128349E-03
    3050	 0.119999986E-02	 0.299999785E-03	 0.159999995E-02	 0.226088906E-03
    3061	 0.119999986E-02	 0.599999809E-03	 0.159999995E-02	 0.225923832E-03
    3072	 0.119999986E-02	 0.899999833E-03	 0.159999995E-02	 0.225563153E-03
    3083	 0.119999986E-02	 0.119999986E-02	 0.159999995E-02	 0.224942853E-03
    3094	 0.119999986E-02	 0.149999988E-02	 0.159999995E-02	 0.224279283E-03
    3105	 0.119999986E-02	 0.179999990E-02	 0.159999995E-02	 0.222927926E-03
    3116	 0.119999986E-02	 0.209999993E-02	 0.159999995E-02	 0.221067802E-03
    3127	 0.119999986E-02	 0.239999995E-02	 0.159999995E-02	 0.224061514E-03
    3138	 0.119999986E-02	 0.269999998E-02	 0.159999995E-02	 0.201256769E-03
    3149	 0.119999986E-02	 0.300000000E-02	 0.159999995E-02	 0.291055867E-03
    3259	 0.149999988E-02	-0.300000262E-03	 0.159999995E-02	 0.224956228E-03
    3270	 0.149999988E-02	-0.238418579E-09	 0.159999995E-02	 0.224962239E-03
    3281	 0.149999988E-02	 0.299999785E-03	 0.159999995E-02	 0.224956228E-03
    3292	 0.149999988E-02	 0.599999809E-03	 0.159999995E-02	 0.224917740E-03
    3303	 0.149999988E-02	 0.899999833E-03	 0.159999995E-02	 0.224691168E-03
    3314	 0.149999988E-02	 0.119999986E-02	 0.159999995E-02	 0.224279283E-03
    3325	 0.149999988E-02	 0.149999988E-02	 0.159999995E-02	 0.223428976E-03
    3336	 0.149999988E-02	 0.179999990E-02	 0.159999995E-02	 0.222217231E-03
    3347	 0.149999988E-02	 0.209999993E-02	 0.159999995E-02	 0.224501150E-03
    3358	 0.149999988E-02	 0.239999995E-02	 0.159999995E-02	 0.243846236E-03
    3369	 0.149999988E-02	 0.269999998E-02	 0.159999995E-02	 0.304892899E-03
    3380	 0.149999988E-02	 0.300000000E-02	 0.159999995E-02	 0.333724594E-03
    3479	 0.179999990E-02	-0.300000262E-03	 0.159999995E-02	 0.222899198E-03
    3490	 0.179999990E-02	-0.238418579E-09	 0.159999995E-02	 0.222791280E-03
    3501	 0.179999990E-02	 0.299999785E-03	 0.159999995E-02	 0.222899198E-03
    3512	 0.179999990E-02	 0.599999809E-03	 0.159999995E-02	 0.223142288E-03
    3523	 0.179999990E-02	 0.899999833E-03	 0.159999995E-02	 0.223358315E-03
    3534	 0.179999990E-02	 0.119999986E-02	 0.159999995E-02	 0.222927926E-03
    3545	 0.179999990E-02	 0.149999988E-02	 0.159999995E-02	 0.222217231E-03
    3556	 0.179999990E-02	 0.179999990E-02	 0.159999995E-02	 0.217818242E-03
    3567	 0.179999990E-02	 0.209999993E-02	 0.159999995E-02	 0.238349683E-03
    3578	 0.179999990E-02	 0.239999995E-02	 0.159999995E-02	 0.352903122E-03
    3589	 0.179999990E-02	 0.269999998E-02	 0.159999995E-02	 0.450801571E-03
    3677	 0.209999993E-02	-0.300000262E-03	 0.159999995E-02	 0.220080465E-03
    3688	 0.209999993E-02	-0.238418579E-09	 0.159999995E-02	 0.219835221E-03
    3699	 0.209999993E-02	 0.299999785E-03	 0.159999995E-02	 0.220080465E-03
    3710	 0.209999993E-02	 0.599999809E-03	 0.159999995E-02	 0.220752221E-03
    3721	 0.209999993E-02	 0.899999833E-03	 0.159999995E-02	 0.221446466E-03
    3732	 0.209999993E-02	 0.119999986E-02	 0.159999995E-02	 0.221067802E-03
    3743	 0.209999993E-02	 0.149999988E-02	 0.159999995E-02	 0.224501150E-03
    3754	 0.209999993E-02	 0.179999990E-02	 0.159999995E-02	 0.238349683E-03
    3765	 0.209999993E-02	 0.209999993E-02	 0.159999995E-02	 0.188614956E-03
    3776	 0.209999993E-02	 0.239999995E-02	 0.159999995E-02	 0.265692498E-03
    3864	 0.239999995E-02	-0.300000262E-03	 0.159999995E-02	 0.213268167E-03
    3875	 0.239999995E-02	-0.238418579E-09	 0.159999995E-02	 0.213301943E-03
    3886	 0.239999995E-02	 0.299999785E-03	 0.159999995E-02	 0.213268167E-03
    3897	 0.239999995E-02	 0.599999809E-03	 0.159999995E-02	 0.214762599E-03
    3908	 0.239999995E-02	 0.899999833E-03	 0.159999995E-02	 0.215493771E-03
    3919	 0.239999995E-02	 0.119999986E-02	 0.159999995E-02	 0.224061514E-03
    3930	 0.239999995E-02	 0.149999988E-02	 0.159999995E-02	 0.243846236E-03
    3941	 0.239999995E-02	 0.179999990E-02	 0.159999995E-02	 0.352903122E-03
    3952	 0.239999995E-02	 0.209999993E-02	 0.159999995E-02	 0.265692498E-03
    3963	 0.239999995E-02	 0.239999995E-02	 0.159999995E-02	 0.302727047E-03
    4029	 0.269999998E-02	-0.300000262E-03	 0.159999995E-02	 0.210340937E-03
    4040	 0.269999998E-02	-0.238418579E-09	 0.159999995E-02	 0.209364014E-03
    4051	 0.269999998E-02	 0.299999785E-03	 0.159999995E-02	 0.210340937E-03
    4062	 0.269999998E-02	 0.599999809E-03	 0.159999995E-02	 0.209640204E-03
    4073	 0.269999998E-02	 0.899999833E-03	 0.159999995E-02	 0.199924941E-03
    4084	 0.269999998E-02	 0.119999986E-02	 0.159999995E-02	 0.201256769E-03
    4095	 0.269999998E-02	 0.149999988E-02	 0.159999995E-02	 0.304892899E-03
    4106	 0.269999998E-02	 0.179999990E-02	 0.159999995E-02	 0.450801571E-03
    4161	 0.300000000E-02	-0.300000262E-03	 0.159999995E-02	 0.283631356E-03
    4172	 0.300000000E-02	-0.238418579E-09	 0.159999995E-02	 0.290398168E-03
    4183	 0.300000000E-02	 0.299999785E-03	 0.159999995E-02	 0.283631356E-03
    4194	 0.300000000E-02	 0.599999809E-03	 0.159999995E-02	 0.295959126E-03
    4205	 0.300000000E-02	 0.899999833E-03	 0.159999995E-02	 0.257533342E-03
    4216	 0.300000000E-02	 0.119999986E-02	 0.159999995E-02	 0.291055867E-03
    4227	 0.300000000E-02	 0.149999988E-02	 0.159999995E-02	 0.333724594E-03
    1973	-0.300000262E-03	 0.239999995E-02	 0.189999996E-02	 0.831103989E-04
    1984	-0.300000262E-03	 0.269999998E-02	 0.189999996E-02	 0.832516731E-04
    1995	-0.300000262E-03	 0.300000000E-02	 0.189999996E-02	 0.117681126E-03
    2149	-0.238418579E-09	 0.899999833E-03	 0.189999996E-02	 0.824440468E-04
    2160	-0.238418579E-09	 0.119999986E-02	 0.189999996E-02	 0.825339978E-04
    2171	-0.238418579E-09	 0.149999988E-02	 0.189999996E-02	 0.829150237E-04
    2182	-0.238418579E-09	 0.179999990E-02	 0.189999996E-02	 0.835041422E-04
    2193	-0.238418579E-09	 0.209999993E-02	 0.189999996E-02	 0.844360643E-04
    2204	-0.238418579E-09	 0.239999995E-02	 0.189999996E-02	 0.829183348E-04
    2215	-0.238418579E-09	 0.269999998E-02	 0.189999996E-02	 0.828449944E-04
    2226	-0.238418579E-09	 0.300000000E-02	 0.189999996E-02	 0.120324236E-03
    2336	 0.299999785E-03	-0.300000262E-03	 0.189999996E-02	 0.824774756E-04
    2347	 0.299999785E-03	-0.238418579E-09	 0.189999996E-02	 0.824898851E-04
    2358	 0.299999785E-03	 0.299999785E-03	 0.189999996E-02	 0.824774756E-04
    2369	 0.299999785E-03	 0.599999809E-03	 0.189999996E-02	 0.824503367E-04
    2380	 0.299999785E-03	 0.899999833E-03	 0.189999996E-02	 0.824521226E-04
    2391	 0.299999785E-03	 0.119999986E-02	 0.189999996E-02	 0.825749276E-04
    2402	 0.299999785E-03	 0.149999988E-02	 0.189999996E-02	 0.830121674E-04
    2413	 0.299999785E-03	 0.179999990E-02	 0.189999996E-02	 0.837035429E-04
    2424	 0.299999785E-03	 0.209999993E-02	 0.189999996E-02	 0.847306863E-04
    2435	 0.299999785E-03	 0.239999995E-02	 0.189999996E-02	 0.831103989E-04
    2446	 0.299999785E-03	 0.269999998E-02	 0.189999996E-02	 0.832516731E-04
    2457	 0.299999785E-03	 0.300000000E-02	 0.189999996E-02	 0.117681126E-03
    2567	 0.599999809E-03	-0.300000262E-03	 0.189999996E-02	 0.824503367E-04
    2578	 0.599999809E-03	-0.238418579E-09	 0.189999996E-02	 0.824565720E-04
    2589	 0.599999809E-03	 0.299999785E-03	 0.189999996E-02	 0.824503367E-04
    2600	 0.599999809E-03	 0.599999809E-03	 0.189999996E-02	 0.824451696E-04
    2611	 0.599999809E-03	 0.899999833E-03	 0.189999996E-02	 0.824986722E-04
    2622	 0.599999809E-03	 0.119999986E-02	 0.189999996E-02	 0.827183158E-04
    2633	 0.599999809E-03	 0.149999988E-02	 0.189999996E-02	 0.833349854E-04
    2644	 0.599999809E-03	 0.179999990E-02	 0.189999996E-02	 0.842476920E-04
    2655	 0.599999809E-03	 0.209999993E-02	 0.189999996E-02	 0.855695416E-04
    2666	 0.599999809E-03	 0.239999995E-02	 0.189999996E-02	 0.842783040E-04
    2677	 0.599999809E-03	 0.269999998E-02	 0.189999996E-02	 0.834276424E-04
    2688	 0.599999809E-03	 0.300000000E-02	 0.189999996E-02	 0.122484553E-03
    2798	 0.899999833E-03	-0.300000262E-03	 0.189999996E-02	 0.824521226E-04
    2809	 0.899999833E-03	-0.238418579E-09	 0.189999996E-02	 0.824440468E-04
    2820	 0.899999833E-03	 0.299999785E-03	 0.189999996E-02	 0.824521226E-04
    2831	 0.899999833E-03	 0.599999809E-03	 0.189999996E-02	 0.824986722E-04
    2842	 0.899999833E-03	 0.899999833E-03	 0.189999996E-02	 0.826468191E-04
    2853	 0.899999833E-03	 0.119999986E-02	 0.189999996E-02	 0.830435561E-04
    2864	 0.899999833E-03	 0.149999988E-02	 0.189999996E-02	 0.838912549E-04
    2875	 0.899999833E-03	 0.179999990E-02	 0.189999996E-02	 0.851389597E-04
    2886	 0.899999833E-03	 0.209999993E-02	 0.189999996E-02	 0.865462382E-04
    2897	 0.899999833E-03	 0.239999995E-02	 0.189999996E-02	 0.848240963E-04
    2908	 0.899999833E-03	 0.269999998E-02	 0.189999996E-02	 0.811707762E-04
    2919	 0.899999833E-03	 0.300000000E-02	 0.189999996E-02	 0.108874061E-03
    3029	 0.119999986E-02	-0.300000262E-03	 0.189999996E-02	 0.825749276E-04
    3040	 0.119999986E-02	-0.238418579E-09	 0.189999996E-02	 0.825339978E-04
    3051	 0.119999986E-02	 0.299999785E-03	 0.189999996E-02	 0.825749276E-04
    3062	 0.119999986E-02	 0.599999809E-03	 0.189999996E-02	 0.827183158E-04
    3073	 0.119999986E-02	 0.899999833E-03	 0.189999996E-02	 0.830435561E-04
    3084	 0.119999986E-02	 0.119999986E-02	 0.189999996E-02	 0.836872405E-04
    3095	 0.119999986E-02	 0.149999988E-02	 0.189999996E-02	 0.848074159E-04
    3106	 0.119999986E-02	 0.179999990E-02	 0.189999996E-02	 0.859942371E-04
    3117	 0.119999986E-02	 0.209999993E-02	 0.189999996E-02	 0.867824434E-04
    3128	 0.119999986E-02	 0.239999995E-02	 0.189999996E-02	 0.882900470E-04
    3139	 0.119999986E-02	 0.269999998E-02	 0.189999996E-02	 0.807213731E-04
    3150	 0.119999986E-02	 0.300000000E-02	 0.189999996E-02	 0.134543937E-03
    3260	 0.149999988E-02	-0.300000262E-03	 0.189999996E-02	 0.830121674E-04
    3271	 0.149999988E-02	-0.238418579E-09	 0.189999996E-02	 0.829150237E-04
    3282	 0.149999988E-02	 0.299999785E-03	 0.189999996E-02	 0.830121674E-04
    3293	 0.149999988E-02	 0.599999809E-03	 0.189999996E-02	 0.833349854E-04
    3304	 0.149999988E-02	 0.899999833E-03	 0.189999996E-02	 0.838912549E-04
    3315	 0.149999988E-02	 0.119999986E-02	 0.189999996E-02	 0.848074159E-04
    3326	 0.149999988E-02	 0.149999988E-02	 0.189999996E-02	 0.858482687E-04
    3337	 0.149999988E-02	 0.179999990E-02	 0.189999996E-02	 0.868561689E-04
    3348	 0.149999988E-02	 0.209999993E-02	 0.189999996E-02	 0.876814493E-04
    3359	 0.149999988E-02	 0.239999995E-02	 0.189999996E-02	 0.942216850E-04
    3370	 0.149999988E-02	 0.269999998E-02	 0.189999996E-02	 0.126649949E-03
    3381	 0.149999988E-02	 0.300000000E-02	 0.189999996E-02	 0.155261953E-03
    3480	 0.179999990E-02	-0.300000262E-03	 0.189999996E-02	 0.837035429E-04
    3491	 0.179999990E-02	-0.238418579E-09	 0.189999996E-02	 0.835041422E-04
    3502	 0.179999990E-02	 0.299999785E-03	 0.189999996E-02	 0.837035429E-04
    3513	 0.179999990E-02	 0.599999809E-03	 0.189999996E-02	 0.842476920E-04
    3524	 0.179999990E-02	 0.899999833E-03	 0.189999996E-02	 0.851389597E-04
    3535	 0.179999990E-02	 0.119999986E-02	 0.189999996E-02	 0.859942371E-04
    3546	 0.179999990E-02	 0.149999988E-02	 0.189999996E-02	 0.868561689E-04
    3557	 0.179999990E-02	 0.179999990E-02	 0.189999996E-02	 0.855103081E-04
    3568	 0.179999990E-02	 0.209999993E-02	 0.189999996E-02	 0.921744552E-04
    3579	 0.179999990E-02	 0.239999995E-02	 0.189999996E-02	 0.139567780E-03
    3590	 0.179999990E-02	 0.269999998E-02	 0.189999996E-02	 0.197200908E-03
    3678	 0.209999993E-02	-0.300000262E-03	 0.189999996E-02	 0.847306863E-04
    3689	 0.209999993E-02	-0.238418579E-09	 0.189999996E-02	 0.844360643E-04
    3700	 0.209999993E-02	 0.299999785E-03	 0.189999996E-02	 0.847306863E-04
    3711	 0.209999993E-02	 0.599999809E-03	 0.189999996E-02	 0.855695416E-04
    3722	 0.209999993E-02	 0.899999833E-03	 0.189999996E-02	 0.865462382E-04
    3733	 0.209999993E-02	 0.119999986E-02	 0.189999996E-02	 0.867824434E-04
    3744	 0.209999993E-02	 0.149999988E-02	 0.189999996E-02	 0.876814493E-04
    3755	 0.209999993E-02	 0.179999990E-02	 0.189999996E-02	 0.921744552E-04
    3766	 0.209999993E-02	 0.209999993E-02	 0.189999996E-02	 0.736464506E-04
    3777	 0.209999993E-02	 0.239999995E-02	 0.189999996E-02	 0.112441373E-03
    3865	 0.239999995E-02	-0.300000262E-03	 0.189999996E-02	 0.831103989E-04
    3876	 0.239999995E-02	-0.238418579E-09	 0.189999996E-02	 0.829183348E-04
    3887	 0.239999995E-02	 0.299999785E-03	 0.189999996E-02	 0.831103989E-04
    3898	 0.239999995E-02	 0.599999809E-03	 0.189999996E-02	 0.842783040E-04
    3909	 0.239999995E-02	 0.899999833E-03	 0.189999996E-02	 0.848240963E-04
    3920	 0.239999995E-02	 0.119999986E-02	 0.189999996E-02	 0.882900470E-04
    3931	 0.239999995E-02	 0.149999988E-02	 0.189999996E-02	 0.942216850E-04
    3942	 0.239999995E-02	 0.179999990E-02	 0.189999996E-02	 0.139567780E-03
    3953	 0.239999995E-02	 0.209999993E-02	 0.189999996E-02	 0.112441373E-03
    3964	 0.239999995E-02	 0.239999995E-02	 0.189999996E-02	 0.144102841E-03
    4030	 0.269999998E-02	-0.300000262E-03	 0.189999996E-02	 0.832516731E-04
    4041	 0.269999998E-02	-0.238418579E-09	 0.189999996E-02	 0.828449944E-04
    4052	 0.269999998E-02	 0.299999785E-03	 0.189999996E-02	 0.832516731E-04
    4063	 0.269999998E-02	 0.599999809E-03	 0.189999996E-02	 0.834276424E-04
    4074	 0.269999998E-02	 0.899999833E-03	 0.189999996E-02	 0.811707762E-04
    4085	 0.269999998E-02	 0.119999986E-02	 0.189999996E-02	 0.807213731E-04
    4096	 0.269999998E-02	 0.149999988E-02	 0.189999996E-02	 0.126649949E-03
    4107	 0.269999998E-02	 0.179999990E-02	 0.189999996E-02	 0.197200908E-03
    4162	 0.300000000E-02	-0.300000262E-03	 0.189999996E-02	 0.117681126E-03
    4173	 0.300000000E-02	-0.238418579E-09	 0.189999996E-02	 0.120324236E-03
    4184	 0.300000000E-02	 0.299999785E-03	 0.189999996E-02	 0.117681126E-03
    4195	 0.300000000E-02	 0.599999809E-03	 0.189999996E-02	 0.122484553E-03
    4206	 0.300000000E-02	 0.899999833E-03	 0.189999996E-02	 0.108874061E-03
    4217	 0.300000000E-02	 0.119999986E-02	 0.189999996E-02	 0.134543937E-03
    4228	 0.300000000E-02	 0.149999988E-02	 0.189999996E-02	 0.155261953E-03
    1974	-0.300000262E-03	 0.239999995E-02	 0.219999996E-02	 0.433531951E-04
    1985	-0.300000262E-03	 0.269999998E-02	 0.219999996E-02	 0.437689926E-04
    1996	-0.300000262E-03	 0.300000000E-02	 0.219999996E-02	 0.647941713E-04
    2150	-0.238418579E-09	 0.899999833E-03	 0.219999996E-02	 0.404468979E-04
    2161	-0.238418579E-09	 0.119999986E-02	 0.219999996E-02	 0.408081959E-04
    2172	-0.238418579E-09	 0.149999988E-02	 0.219999996E-02	 0.414781594E-04
    2183	-0.238418579E-09	 0.179999990E-02	 0.219999996E-02	 0.423962703E-04
    2194	-0.238418579E-09	 0.209999993E-02	 0.219999996E-02	 0.436240824E-04
    2205	-0.238418579E-09	 0.239999995E-02	 0.219999996E-02	 0.432654501E-04
    2216	-0.238418579E-09	 0.269999998E-02	 0.219999996E-02	 0.435691926E-04
    2227	-0.238418579E-09	 0.300000000E-02	 0.219999996E-02	 0.662532884E-04
    2337	 0.299999785E-03	-0.300000262E-03	 0.219999996E-02	 0.402161824E-04
    2348	 0.299999785E-03	-0.238418579E-09	 0.219999996E-02	 0.401943063E-04
    2359	 0.299999785E-03	 0.299999785E-03	 0.219999996E-02	 0.402161824E-04
    2370	 0.299999785E-03	 0.599999809E-03	 0.219999996E-02	 0.402984835E-04
    2381	 0.299999785E-03	 0.899999833E-03	 0.219999996E-02	 0.404893493E-04
    2392	 0.299999785E-03	 0.119999986E-02	 0.219999996E-02	 0.408751691E-04
    2403	 0.299999785E-03	 0.149999988E-02	 0.219999996E-02	 0.415692949E-04
    2414	 0.299999785E-03	 0.179999990E-02	 0.219999996E-02	 0.425365398E-04
    2425	 0.299999785E-03	 0.209999993E-02	 0.219999996E-02	 0.437756296E-04
    2436	 0.299999785E-03	 0.239999995E-02	 0.219999996E-02	 0.433531951E-04
    2447	 0.299999785E-03	 0.269999998E-02	 0.219999996E-02	 0.437689926E-04
    2458	 0.299999785E-03	 0.300000000E-02	 0.219999996E-02	 0.647941713E-04
    2568	 0.599999809E-03	-0.300000262E-03	 0.219999996E-02	 0.402984835E-04
    2579	 0.599999809E-03	-0.238418579E-09	 0.219999996E-02	 0.402684848E-04
    2590	 0.599999809E-03	 0.299999785E-03	 0.219999996E-02	 0.402984835E-04
    2601	 0.599999809E-03	 0.599999809E-03	 0.219999996E-02	 0.404023890E-04
    2612	 0.599999809E-03	 0.899999833E-03	 0.219999996E-02	 0.406360889E-04
    2623	 0.599999809E-03	 0.119999986E-02	 0.219999996E-02	 0.410814912E-04
    2634	 0.599999809E-03	 0.149999988E-02	 0.219999996E-02	 0.418736547E-04
    2645	 0.599999809E-03	 0.179999990E-02	 0.219999996E-02	 0.429125557E-04
    2656	 0.599999809E-03	 0.209999993E-02	 0.219999996E-02	 0.442206602E-04
    2667	 0.599999809E-03	 0.239999995E-02	 0.219999996E-02	 0.438729073E-04
    2678	 0.599999809E-03	 0.269999998E-02	 0.219999996E-02	 0.438304069E-04
    2689	 0.599999809E-03	 0.300000000E-02	 0.219999996E-02	 0.676087626E-04
    2799	 0.899999833E-03	-0.300000262E-03	 0.219999996E-02	 0.404893493E-04
    2810	 0.899999833E-03	-0.238418579E-09	 0.219999996E-02	 0.404468979E-04
    2821	 0.899999833E-03	 0.299999785E-03	 0.219999996E-02	 0.404893493E-04
    2832	 0.899999833E-03	 0.599999809E-03	 0.219999996E-02	 0.406360889E-04
    2843	 0.899999833E-03	 0.899999833E-03	 0.219999996E-02	 0.409390353E-04
    2854	 0.899999833E-03	 0.119999986E-02	 0.219999996E-02	 0.414910360E-04
    2865	 0.899999833E-03	 0.149999988E-02	 0.219999996E-02	 0.423804072E-04
    2876	 0.899999833E-03	 0.179999990E-02	 0.219999996E-02	 0.435357034E-04
    2887	 0.899999833E-03	 0.209999993E-02	 0.219999996E-02	 0.446916466E-04
    2898	 0.899999833E-03	 0.239999995E-02	 0.219999996E-02	 0.440262781E-04
    2909	 0.899999833E-03	 0.269999998E-02	 0.219999996E-02	 0.429109048E-04
    2920	 0.899999833E-03	 0.300000000E-02	 0.219999996E-02	 0.598487719E-04
    3030	 0.119999986E-02	-0.300000262E-03	 0.219999996E-02	 0.408751691E-04
    3041	 0.119999986E-02	-0.238418579E-09	 0.219999996E-02	 0.408081959E-04
    3052	 0.119999986E-02	 0.299999785E-03	 0.219999996E-02	 0.408751691E-04
    3063	 0.119999986E-02	 0.599999809E-03	 0.219999996E-02	 0.410814912E-04
    3074	 0.119999986E-02	 0.899999833E-03	 0.219999996E-02	 0.414910360E-04
    3085	 0.119999986E-02	 0.119999986E-02	 0.219999996E-02	 0.421491611E-04
    3096	 0.119999986E-02	 0.149999988E-02	 0.219999996E-02	 0.431664737E-04
    3107	 0.119999986E-02	 0.179999990E-02	 0.219999996E-02	 0.441587462E-04
    3118	 0.119999986E-02	 0.209999993E-02	 0.219999996E-02	 0.448396916E-04
    3129	 0.119999986E-02	 0.239999995E-02	 0.219999996E-02	 0.457757190E-04
    3140	 0.119999986E-02	 0.269999998E-02	 0.219999996E-02	 0.432058812E-04
    3151	 0.119999986E-02	 0.300000000E-02	 0.219999996E-02	 0.761057534E-04
    3261	 0.149999988E-02	-0.300000262E-03	 0.219999996E-02	 0.415692949E-04
    3272	 0.149999988E-02	-0.238418579E-09	 0.219999996E-02	 0.414781594E-04
    3283	 0.149999988E-02	 0.299999785E-03	 0.219999996E-02	 0.415692949E-04
    3294	 0.149999988E-02	 0.599999809E-03	 0.219999996E-02	 0.418736547E-04
    3305	 0.149999988E-02	 0.899999833E-03	 0.219999996E-02	 0.423804072E-04
    3316	 0.149999988E-02	 0.119999986E-02	 0.219999996E-02	 0.431664737E-04
    3327	 0.149999988E-02	 0.149999988E-02	 0.219999996E-02	 0.440193218E-04
    3338	 0.149999988E-02	 0.179999990E-02	 0.219999996E-02	 0.448030554E-04
    3349	 0.149999988E-02	 0.209999993E-02	 0.219999996E-02	 0.451606484E-04
    3360	 0.149999988E-02	 0.239999995E-02	 0.219999996E-02	 0.487883723E-04
    3371	 0.149999988E-02	 0.269999998E-02	 0.219999996E-02	 0.690982562E-04
    3382	 0.149999988E-02	 0.300000000E-02	 0.219999996E-02	 0.874168761E-04
    3481	 0.179999990E-02	-0.300000262E-03	 0.219999996E-02	 0.425365398E-04
    3492	 0.179999990E-02	-0.238418579E-09	 0.219999996E-02	 0.423962703E-04
    3503	 0.179999990E-02	 0.299999785E-03	 0.219999996E-02	 0.425365398E-04
    3514	 0.179999990E-02	 0.599999809E-03	 0.219999996E-02	 0.429125557E-04
    3525	 0.179999990E-02	 0.899999833E-03	 0.219999996E-02	 0.435357034E-04
    3536	 0.179999990E-02	 0.119999986E-02	 0.219999996E-02	 0.441587462E-04
    3547	 0.179999990E-02	 0.149999988E-02	 0.219999996E-02	 0.448030554E-04
    3558	 0.179999990E-02	 0.179999990E-02	 0.219999996E-02	 0.441460685E-04
    3569	 0.179999990E-02	 0.209999993E-02	 0.219999996E-02	 0.472982451E-04
    3580	 0.179999990E-02	 0.239999995E-02	 0.219999996E-02	 0.736336689E-04
    3591	 0.179999990E-02	 0.269999998E-02	 0.219999996E-02	 0.110417750E-03
    3679	 0.209999993E-02	-0.300000262E-03	 0.219999996E-02	 0.437756296E-04
    3690	 0.209999993E-02	-0.238418579E-09	 0.219999996E-02	 0.436240824E-04
    3701	 0.209999993E-02	 0.299999785E-03	 0.219999996E-02	 0.437756296E-04
    3712	 0.209999993E-02	 0.599999809E-03	 0.219999996E-02	 0.442206602E-04
    3723	 0.209999993E-02	 0.899999833E-03	 0.219999996E-02	 0.446916466E-04
    3734	 0.209999993E-02	 0.119999986E-02	 0.219999996E-02	 0.448396916E-04
    3745	 0.209999993E-02	 0.149999988E-02	 0.219999996E-02	 0.451606484E-04
    3756	 0.209999993E-02	 0.179999990E-02	 0.219999996E-02	 0.472982451E-04
    3767	 0.209999993E-02	 0.209999993E-02	 0.219999996E-02	 0.387426070E-04
    3778	 0.209999993E-02	 0.239999995E-02	 0.219999996E-02	 0.627673136E-04
    3866	 0.239999995E-02	-0.300000262E-03	 0.219999996E-02	 0.433531951E-04
    3877	 0.239999995E-02	-0.238418579E-09	 0.219999996E-02	 0.432654501E-04
    3888	 0.239999995E-02	 0.299999785E-03	 0.219999996E-02	 0.433531951E-04
    3899	 0.239999995E-02	 0.599999809E-03	 0.219999996E-02	 0.438729073E-04
